application_number,pta_sequence_number,pta_event_date,pta_event_desc,applicant_delay_duration,uspto_delay_duration,start_pta_sequence_number,term_extension_indicator
06825488,,1989-07-03,Mail Final Rejection (PTOL - 326),0,0,,1
06825488,,1989-05-25,Final Rejection,0,0,,1
06825488,,1989-05-22,Secrecy Order Renewed,0,0,,1
06825488,,1989-03-10,Response after Non-Final Action,0,0,,1
06825488,,1988-09-13,Mail Non-Final Rejection,0,0,,1
06825488,,1988-08-01,Non-Final Rejection,0,0,,1
06825488,,1988-05-19,Secrecy Order Renewed,0,0,,1
06825488,,1988-04-29,Response after Non-Final Action,0,0,,1
06825488,,1988-04-29,Request for Foreign Priority (Priority Papers May Be Included),0,0,,1
06825488,,1988-04-29,Information Disclosure Statement (IDS) Filed,0,0,,1
06825488,,1988-04-29,Affidavit(s) (Rule 131 or 132) or Exhibit(s) Received,0,0,,1
06825488,,1987-10-30,Mail Non-Final Rejection,0,0,,1
06825488,,1987-05-08,Non-Final Rejection,0,0,,1
06825488,,1987-05-06,Secrecy Order Imposed,0,0,,1
06825488,,1987-01-12,Case Docketed to Examiner in GAU,0,0,,1
06825488,,1986-01-07,Request for Foreign Priority (Priority Papers May Be Included),0,0,,1
06825488,,1986-12-03,Application Captured on Microfilm,0,0,,1
06836524,,2002-09-06,Mail Notice of Allowance,0,0,,1
06836524,,2002-09-06,Notice of Allowance Data Verification Completed,0,0,,1
06836524,,2002-09-06,Date Forwarded to Examiner,0,0,,1
06836524,,2002-09-06,Withdrawal of Notice of Allowance,0,0,,1
06836524,,2002-09-06,Correspondence Address Change,0,0,,1
06836524,,2002-08-19,Application Is Considered Ready for Issue,0,0,,1
06836524,,2002-08-15,Workflow -Received 85b - Unmatched,0,0,,1
06836524,,2002-08-15,Issue Fee Payment Received,0,0,,1
06836524,,2002-05-16,Mail Notice of Allowance,0,0,,1
06836524,,2002-05-15,Notice of Allowance Data Verification Completed,0,0,,1
06836524,,1991-10-22,Claim Preliminary Amendment,0,0,,1
06836524,,1991-10-22,Drawing Preliminary Amendment,0,0,,1
06836524,,1986-07-23,Claim Preliminary Amendment,0,0,,1
06836524,,1986-07-23,Drawing Preliminary Amendment,0,0,,1
06836524,,2000-07-21,Mail Interference Decision - Favorable,0,0,,1
06836524,,2000-07-21,Interference Decision on Priority - Favorable,0,2102,,1
06836524,,1994-10-20,Declaration of Interference,0,0,,1
06836524,,1994-03-01,Interference Initial Memo Disposal,0,0,,1
06836524,,1992-11-24,Mail Letter of Suspension,0,0,,1
06836524,,1992-11-24,Suspension - Examiner Initiated,0,0,,1
06836524,,1992-11-16,Mail Miscellaneous Communication to Applicant,0,0,,1
06836524,,1992-11-16,Miscellaneous Action with SSP,0,0,,1
06836524,,1992-09-02,Date Forwarded to Examiner,0,0,,1
06836524,,1992-09-02,Response after Non-Final Action,0,0,,1
06836524,,1992-09-02,Request for Extension of Time - Granted,0,0,,1
06836524,,1992-04-29,Information Disclosure Statement (IDS) Filed,0,0,,1
06836524,,1992-02-26,Information Disclosure Statement (IDS) Filed,0,0,,1
06836524,,1992-02-05,Mail Non-Final Rejection,0,0,,1
06836524,,1992-01-13,Non-Final Rejection,0,0,,1
06836524,,1991-11-04,Date Forwarded to Examiner,0,0,,1
06836524,,1991-10-22,Response after Non-Final Action,0,0,,1
06836524,,1991-10-22,Change in Power of Attorney (May Include Associate POA),0,0,,1
06836524,,1991-10-22,Information Disclosure Statement (IDS) Filed,0,0,,1
06836524,,1991-10-22,Request for Extension of Time - Granted,0,0,,1
06836524,,1991-05-23,Mail Non-Final Rejection,0,0,,1
06836524,,1991-05-16,Non-Final Rejection,0,0,,1
06836524,,1991-03-05,Affidavit(s) (Rule 131 or 132) or Exhibit(s) Received,0,0,,1
06836524,,1991-03-08,Date Forwarded to Examiner,0,0,,1
06836524,,1991-03-05,Response after Non-Final Action,0,0,,1
06836524,,1990-12-06,Mail Non-Final Rejection,0,0,,1
06836524,,1990-12-03,Non-Final Rejection,0,0,,1
06836524,,1990-09-18,Date Forwarded to Examiner,0,0,,1
06836524,,1990-06-14,Response after Non-Final Action,0,0,,1
06836524,,1990-06-14,Request for Extension of Time - Granted,0,0,,1
06836524,,1990-06-14,Information Disclosure Statement (IDS) Filed,0,0,,1
06836524,,1990-02-15,Mail Non-Final Rejection,0,0,,1
06836524,,1990-02-12,Non-Final Rejection,0,0,,1
06836524,,1989-11-28,Response after Non-Final Action,0,0,,1
06836524,,1989-11-28,Request for Extension of Time - Granted,0,0,,1
06836524,,1989-07-24,Mail Non-Final Rejection,0,0,,1
06836524,,1989-07-17,Non-Final Rejection,0,0,,1
06836524,,1988-06-09,Miscellaneous Incoming Letter,0,0,,1
06836524,,1987-12-09,Mail Letter of Suspension,0,0,,1
06836524,,1987-12-09,Suspension - Examiner Initiated,0,0,,1
06836524,,1987-10-09,Mail Miscellaneous Communication to Applicant,0,0,,1
06836524,,1987-10-09,Miscellaneous Action with SSP,0,0,,1
06836524,,1987-09-01,Case Docketed to Examiner in GAU,0,0,,1
06836524,,1987-08-28,Transfer Inquiry,0,0,,1
06836524,,1987-08-05,Date Forwarded to Examiner,0,0,,1
06836524,,1987-08-05,Withdrawal of Notice of Allowance,0,0,,1
06836524,,1987-08-05,Date Forwarded to Examiner,0,0,,1
06836524,,1987-08-05,Withdrawal of Notice of Allowance,0,0,,1
06836524,,1987-05-26,Mail Notice of Allowance,0,0,,1
06836524,,1987-05-26,Notice of Allowance Data Verification Completed,0,0,,1
06836524,,1986-11-21,Information Disclosure Statement (IDS) Filed,0,0,,1
06836524,,1987-02-26,Response after Non-Final Action,0,0,,1
06836524,,1987-02-26,Request for Extension of Time - Granted,0,0,,1
06836524,,1986-07-23,Correspondence Address Change,0,0,,1
06836524,,1986-08-04,Mail Non-Final Rejection,0,0,,1
06836524,,1986-08-04,Non-Final Rejection,0,0,,1
06836524,,1986-06-20,Case Docketed to Examiner in GAU,0,0,,1
06864481,,2003-04-17,Mail Notice of Allowance,0,0,,1
06864481,,2003-04-16,Notice of Allowance Data Verification Completed,0,5287,,1
06864481,,2003-02-28,Mail Miscellaneous Communication to Applicant,0,0,,1
06864481,,2003-02-27,Miscellaneous Action with SSP,0,0,,1
06864481,,2003-02-25,Case Docketed to Examiner in GAU,0,0,,1
06864481,,2002-11-26,Case Docketed to Examiner in GAU,0,0,,1
06864481,,2002-11-21,Transfer Inquiry to GAU,0,0,,1
06864481,,2002-11-21,Transfer Inquiry to GAU,0,0,,1
06864481,,2002-11-06,Secrecy Order Rescinded,0,0,,1
06864481,,2002-06-20,Mail Miscellaneous Communication to Applicant,0,0,,1
06864481,,2002-06-19,Miscellaneous Communication to Applicant - No Action Count,0,0,,1
06864481,,2002-06-19,Secrecy Order Petition Mailed to Agency,0,0,,1
06864481,,2002-06-19,Receipt of Secrecy Order Petition,0,0,,1
06864481,,1996-05-31,Claim Preliminary Amendment,0,0,,1
06864481,,1996-05-31,Drawing Preliminary Amendment,0,0,,1
06864481,,2000-04-26,Secrecy Order Renewed,0,0,,1
06864481,,1999-05-03,Secrecy Order Renewed,0,0,,1
06864481,,1998-10-07,Case Docketed to Examiner in GAU,0,0,,1
06864481,,1997-05-15,Secrecy Order Renewed,0,0,,1
06864481,,1996-05-31,Correspondence Address Change,0,0,,1
06864481,,1996-05-17,Secrecy Order Renewed,0,0,,1
06864481,,1995-05-19,Secrecy Order Renewed,0,0,,1
06864481,,1995-05-19,Secrecy Order Renewed,0,0,,1
06864481,,1994-05-24,Secrecy Order Renewed,0,0,,1
06864481,,1992-08-11,Secrecy Order Renewed,0,0,,1
06864481,,1991-08-08,Secrecy Order Renewed,0,0,,1
06864481,,1990-08-09,Secrecy Order Renewed,0,0,,1
06864481,,1989-08-10,Secrecy Order Renewed,0,0,,1
06864481,,1988-10-25,Mail D10 Notice (L & R),0,0,,1
06864481,,1988-10-25,D-10 Notice (L & R Case),0,0,,1
06864481,,1988-08-12,Secrecy Order Imposed,0,0,,1
06864481,,1988-06-15,Mail Examiner's Amendment,0,0,,1
06864481,,1988-06-15,Examiner's Amendment Communication,0,0,,1
06864481,,1988-06-15,Interview Summary Record,0,0,,1
06864481,,1988-05-02,Response after Final Action,0,0,,1
06864481,,1988-05-02,Request for Extension of Time - Granted,0,0,,1
06864481,,1988-06-13,Terminal Disclaimer Approved in TC,0,0,,1
06864481,,1987-12-22,Mail Final Rejection (PTOL - 326),0,0,,1
06864481,,1987-12-21,Final Rejection,0,0,,1
06864481,,1987-10-02,Response after Non-Final Action,0,0,,1
06864481,,1987-10-02,Information Disclosure Statement (IDS) Filed,0,0,,1
06864481,,1987-10-02,Request for Extension of Time - Granted,0,0,,1
06864481,,1987-05-21,Mail Non-Final Rejection,0,0,,1
06864481,,1987-05-04,Non-Final Rejection,0,0,,1
06864481,,1987-04-29,Receipt of all Acknowledgement Letters,0,0,,1
06864481,,1986-08-19,Case Docketed to Examiner in GAU,0,0,,1
06864481,,1986-07-11,Application Captured on Microfilm,0,0,,1
06910045,,2002-03-06,Mail Notice of Allowance,0,0,,1
06910045,,2002-03-05,Notice of Allowance Data Verification Completed,0,0,,1
06910045,,1987-03-17,Claim Preliminary Amendment,0,0,,1
06910045,,1990-10-05,Case Docketed to Examiner in GAU,0,0,,1
06910045,,1988-02-08,Interference Initial Memo Non-Disposal,0,0,,1
06910045,,1987-11-19,Amendment Crossed in Mail,0,0,,1
06910045,,1987-11-13,Miscellaneous Incoming Letter,0,0,,1
06910045,,1987-09-17,Interference Initial Memo Non-Disposal,0,0,,1
06910045,,1987-07-06,Amendment Crossed in Mail,0,0,,1
06910045,,1987-07-06,Request for Extension of Time - Granted,0,0,,1
06910045,,1987-03-17,Change in Power of Attorney (May Include Associate POA),0,0,,1
06910045,,1986-11-25,Case Docketed to Examiner in GAU,0,0,,1
06917027,,2003-04-22,Mail Notice of Allowance,0,0,,1
06917027,,2003-04-22,Mail Formal Drawings Required,0,0,,1
06917027,,2003-04-21,Formal Drawings Required,0,0,,1
06917027,,2003-04-21,Notice of Allowance Data Verification Completed,0,0,,1
06917027,,1997-07-25,Claim Preliminary Amendment,0,0,,1
06917027,,1997-07-25,Drawing Preliminary Amendment,0,0,,1
06917027,,1991-10-22,Claim Preliminary Amendment,0,0,,1
06917027,,1991-10-22,Drawing Preliminary Amendment,0,0,,1
06917027,,1986-12-22,Claim Preliminary Amendment,0,0,,1
06917027,,1986-12-22,Drawing Preliminary Amendment,0,0,,1
06917027,,2001-07-30,Mail Interference Decision - Favorable,0,0,,1
06917027,,2001-07-30,Interference Decision on Priority - Favorable,0,3707,,1
06917027,,2000-02-04,Case Docketed to Examiner in GAU,0,0,,1
06917027,,1998-12-21,Declaration of Interference,0,0,,1
06917027,,1998-09-25,Interference Initial Memo Disposal,0,0,,1
06917027,,1998-09-25,Interference Initial Memo Non-Disposal,0,0,,1
06917027,,1998-09-10,Mail Letter of Suspension,0,0,,1
06917027,,1998-09-10,Suspension - Examiner Initiated,0,0,,1
06917027,,1998-07-15,Mail Final Rejection (PTOL - 326),0,0,,1
06917027,,1998-07-14,Final Rejection,0,0,,1
06917027,,1998-05-16,Date Forwarded to Examiner,0,0,,1
06917027,,1998-05-08,Response after Non-Final Action,0,0,,1
06917027,,1998-02-06,Mail Non-Final Rejection,0,0,,1
06917027,,1998-02-05,Non-Final Rejection,0,0,,1
06917027,,1997-09-26,Mail Letter of Suspension,0,0,,1
06917027,,1997-09-26,Suspension - Examiner Initiated,0,0,,1
06917027,,1997-09-25,Mail Miscellaneous Communication to Applicant,0,0,,1
06917027,,1997-09-25,Miscellaneous Action with SSP,0,0,,1
06917027,,1997-08-20,Communication - Re: Power of Attorney (PTOL-308),0,0,,1
06917027,,1997-07-25,Change in Power of Attorney (May Include Associate POA),0,0,,1
06917027,,1996-10-28,Date Forwarded to Examiner,0,0,,1
06917027,,1996-10-28,Withdrawal of Notice of Allowance,0,0,,1
06917027,,1996-10-18,Date Forwarded to Examiner,0,0,,1
06917027,,1996-10-18,Withdrawal of Notice of Allowance,0,0,,1
06917027,,1991-10-22,Change in Power of Attorney (May Include Associate POA),0,0,,1
06917027,,1996-08-02,Mail Notice of Allowance,0,0,,1
06917027,,1996-08-02,Notice of Allowance Data Verification Completed,0,0,,1
06917027,,1995-11-17,Mail Interference Decision - Adverse,0,0,,1
06917027,,1995-11-17,Interference Decision on Priority - Adverse,0,0,,1
06917027,,1995-06-05,Mail Interference Decision - Adverse,0,0,,1
06917027,,1995-06-05,Interference Decision on Priority - Adverse,0,0,,1
06917027,,1992-12-15,Declaration of Interference,0,0,,1
06917027,,1991-06-07,Declaration of Interference,0,0,,1
06917027,,1991-04-03,Interference Initial Memo Non-Disposal,0,0,,1
06917027,,1990-12-20,Miscellaneous Incoming Letter,0,0,,1
06917027,,1990-06-20,Mail Miscellaneous Communication to Applicant,0,0,,1
06917027,,1990-06-05,Miscellaneous Action with SSP,0,0,,1
06917027,,1990-03-22,Response after Non-Final Action,0,0,,1
06917027,,1990-02-23,Mail Miscellaneous Communication to Applicant,0,0,,1
06917027,,1990-02-02,Miscellaneous Action with SSP,0,0,,1
06917027,,1989-11-09,Information Disclosure Statement (IDS) Filed,0,0,,1
06917027,,1989-10-23,Information Disclosure Statement (IDS) Filed,0,0,,1
06917027,,1988-09-30,Mail Letter of Suspension,0,0,,1
06917027,,1988-09-30,Suspension - Examiner Initiated,0,0,,1
06917027,,1988-09-12,Mail Miscellaneous Communication to Applicant,0,0,,1
06917027,,1988-09-12,Miscellaneous Action with SSP,0,0,,1
06917027,,1988-06-24,Response after Non-Final Action,0,0,,1
06917027,,1988-06-24,Request for Extension of Time - Granted,0,0,,1
06917027,,1988-02-24,Mail Non-Final Rejection,0,0,,1
06917027,,1988-02-01,Non-Final Rejection,0,0,,1
06917027,,1987-11-03,Information Disclosure Statement (IDS) Filed,0,0,,1
06917027,,1987-11-03,Affidavit(s) (Rule 131 or 132) or Exhibit(s) Received,0,0,,1
06917027,,1987-11-03,Response after Non-Final Action,0,0,,1
06917027,,1987-11-03,Request for Extension of Time - Granted,0,0,,1
06917027,,1987-06-03,Mail Non-Final Rejection,0,0,,1
06917027,,1987-05-26,Non-Final Rejection,0,0,,1
06917027,,1986-12-22,Preliminary Amendment,0,0,,1
06917027,,1986-12-22,Correspondence Address Change,0,0,,1
06917027,,1987-01-15,Miscellaneous Incoming Letter,0,0,,1
06917027,,1986-12-06,Case Docketed to Examiner in GAU,0,0,,1
06922199,,2002-06-13,Mail Notice of Allowance,0,0,,1
06922199,,2002-06-13,Notice of Allowance Data Verification Completed,0,0,,1
06922199,,2002-06-04,X-Pre-Legal Complete Amended Case,0,0,,1
06922199,,2002-05-30,Notice of Appeal Filed,0,0,,1
06922199,,2002-06-04,Date Forwarded to Examiner,0,0,,1
06922199,,2002-05-30,Response after Final Action,0,0,,1
06922199,,2002-05-30,Request for Extension of Time - Granted,0,0,,1
06922199,,2001-06-22,Information Disclosure Statement (IDS) Filed,0,0,,1
06922199,,2001-09-13,Mail Notice of Restarted Response Period,0,0,,1
06922199,,2001-09-13,Letter Restarting Period for Response (i.e. Letter re References),0,0,,1
06922199,,2001-09-12,Mail Final Rejection (PTOL - 326),0,0,,1
06922199,,2001-09-10,Final Rejection,0,0,,1
06922199,,2001-06-22,ENTITY STATUS SET TO UNDISCOUNTED (INITIAL DEFAULT SETTING OR STATUS CHANGE),0,0,,1
06922199,,2001-06-30,Date Forwarded to Examiner,0,0,,1
06922199,,2001-06-22,Response after Non-Final Action,0,0,,1
06922199,,2001-06-22,Request for Extension of Time - Granted,0,0,,1
06922199,,2001-05-14,Mail-Petition Decision - Granted,0,0,,1
06922199,,2001-04-16,Petition Entered,0,0,,1
06922199,,2001-02-17,Correspondence Address Change,0,0,,1
06922199,,2001-02-05,Mail Non-Final Rejection,0,0,,1
06922199,,2001-02-03,Non-Final Rejection,0,0,,1
06922199,,2001-01-30,Case Docketed to Examiner in GAU,0,0,,1
06922199,,1994-07-19,Mail Interference Decision - Favorable,0,0,,1
06922199,,1994-07-19,Interference Decision on Priority - Favorable,0,1819,,1
06922199,,1989-07-27,Declaration of Interference,0,0,,1
06922199,,1989-06-22,Interference Initial Memo Non-Disposal,0,0,,1
06922199,,1989-02-24,Miscellaneous Incoming Letter,0,0,,1
06922199,,1988-08-16,Mail Letter of Suspension,0,0,,1
06922199,,1988-08-16,Suspension - Examiner Initiated,0,0,,1
06922199,,1988-08-15,Mail Miscellaneous Communication to Applicant,0,0,,1
06922199,,1988-08-15,Miscellaneous Action with SSP,0,0,,1
06922199,,1988-08-08,Response after Final Action,0,0,,1
06922199,,1988-07-14,Affidavit(s) (Rule 131 or 132) or Exhibit(s) Received,0,0,,1
06922199,,1988-07-14,Response after Final Action,0,0,,1
06922199,,1988-07-14,Request for Extension of Time - Granted,0,0,,1
06922199,,1988-03-04,Mail Final Rejection (PTOL - 326),0,0,,1
06922199,,1988-02-16,Final Rejection,0,0,,1
06922199,,1988-01-15,Information Disclosure Statement (IDS) Filed,0,0,,1
06922199,,1987-11-16,Response after Non-Final Action,0,0,,1
06922199,,1987-11-16,Request for Extension of Time - Granted,0,0,,1
06922199,,1987-05-11,Mail Non-Final Rejection,0,0,,1
06922199,,1987-05-04,Non-Final Rejection,0,0,,1
06922199,,1986-10-23,Preliminary Amendment,0,0,,1
06922199,,1987-01-15,Case Docketed to Examiner in GAU,0,0,,1
07012615,,2004-08-04,Mail Notice of Allowance,0,0,,1
07012615,,2004-08-03,Notice of Allowance Data Verification Completed,0,5720,,1
07012615,,2004-07-16,Case Docketed to Examiner in GAU,0,0,,1
07012615,,2004-06-24,Secrecy Order Rescinded,0,0,,1
07012615,,2002-07-10,Correspondence Address Change,0,0,,1
07012615,,2002-05-23,Correspondence Address Change,0,0,,1
07012615,,1992-08-26,Claim Preliminary Amendment,0,0,,1
07012615,,1992-08-26,Drawing Preliminary Amendment,0,0,,1
07012615,,2000-12-28,Case Docketed to Examiner in GAU,0,0,,1
07012615,,1996-05-31,Secrecy Order Renewed,0,0,,1
07012615,,1995-06-01,Secrecy Order Renewed,0,0,,1
07012615,,1994-06-01,Secrecy Order Renewed,0,0,,1
07012615,,1992-08-26,Correspondence Address Change,0,0,,1
07012615,,1992-06-19,Secrecy Order Renewed,0,0,,1
07012615,,1991-06-19,Secrecy Order Renewed,0,0,,1
07012615,,1990-06-14,Secrecy Order Renewed,0,0,,1
07012615,,1989-06-12,Secrecy Order Renewed,0,0,,1
07012615,,1989-02-28,New or Additional Drawing Filed,0,0,,1
07012615,,1988-12-06,Mail D10 Notice (L & R),0,0,,1
07012615,,1988-12-06,D-10 Notice (L & R Case),0,0,,1
07012615,,1988-11-23,Response after Ex Parte Quayle Action,0,0,,1
07012615,,1988-06-20,Secrecy Order Renewed,0,0,,1
07012615,,1988-05-26,Mail Ex Parte Quayle Action (PTOL - 326),0,0,,1
07012615,,1988-05-18,Quayle action,0,0,,1
07012615,,1988-04-29,Response after Non-Final Action,0,0,,1
07012615,,1988-04-29,New or Additional Drawing Filed,0,0,,1
07012615,,1988-04-29,Information Disclosure Statement (IDS) Filed,0,0,,1
07012615,,1988-04-29,Affidavit(s) (Rule 131 or 132) or Exhibit(s) Received,0,0,,1
07012615,,1987-10-30,Mail Non-Final Rejection,0,0,,1
07012615,,1987-09-21,Non-Final Rejection,0,0,,1
07012615,,1987-06-23,Case Docketed to Examiner in GAU,0,0,,1
07012615,,1987-06-19,Secrecy Order Imposed,0,0,,1
07012615,,1987-05-23,Application Captured on Microfilm,0,0,,1
07012764,,2005-07-13,Mail Corrected Notice of Allowance,0,0,,1
07012764,,2005-07-12,Corrected Notice of Allowance,0,0,,1
07012764,,2005-06-10,Receipt into Pubs,0,0,,1
07012764,,2005-04-25,Receipt into Pubs,0,0,,1
07012764,,2004-12-02,Receipt into Pubs,0,0,,1
07012764,,2004-10-15,Receipt into Pubs,0,0,,1
07012764,,2004-10-15,Workflow - File Sent to Contractor,0,0,,1
07012764,,2004-10-14,Receipt into Pubs,0,0,,1
07012764,,2004-10-13,Dispatch to Publications,0,0,,1
07012764,,2004-09-27,Mail Notice of Allowance,0,0,,1
07012764,,2004-09-23,Notice of Allowance Data Verification Completed,0,5771,,1
07012764,,2004-09-23,Case Docketed to Examiner in GAU,0,0,,1
07012764,,2003-05-21,Secrecy Order Rescinded,0,0,,1
07012764,,2002-02-20,Mail Miscellaneous Communication to Applicant,0,0,,1
07012764,,2002-02-20,Miscellaneous Communication to Applicant - No Action Count,0,0,,1
07012764,,2002-02-20,Secrecy Order Renewed,0,0,,1
07012764,,1992-01-07,Claim Preliminary Amendment,0,0,,1
07012764,,1992-01-07,Drawing Preliminary Amendment,0,0,,1
07012764,,2001-01-31,Secrecy Order Renewed,0,0,,1
07012764,,2000-01-05,Secrecy Order Renewed,0,0,,1
07012764,,1998-10-07,Case Docketed to Examiner in GAU,0,0,,1
07012764,,1997-04-09,Secrecy Order Renewed,0,0,,1
07012764,,1996-04-08,Secrecy Order Renewed,0,0,,1
07012764,,1995-04-06,Secrecy Order Renewed,0,0,,1
07012764,,1994-04-07,Secrecy Order Renewed,0,0,,1
07012764,,1992-01-07,Correspondence Address Change,0,0,,1
07012764,,1991-11-25,Secrecy Order Renewed,0,0,,1
07012764,,1990-11-27,Secrecy Order Renewed,0,0,,1
07012764,,1989-11-29,Secrecy Order Renewed,0,0,,1
07012764,,1988-11-30,Secrecy Order Imposed,0,0,,1
07012764,,1988-12-06,Mail D10 Notice (L & R),0,0,,1
07012764,,1988-12-06,D-10 Notice (L & R Case),0,0,,1
07012764,,1987-06-26,Case Docketed to Examiner in GAU,0,0,,1
07012764,,1987-05-08,Application Captured on Microfilm,0,0,,1
07012598,,2005-08-09,Mail Notice of Allowance,0,0,,1
07012598,,2005-08-08,Notice of Allowance Data Verification Completed,0,6250,,1
07012598,,2005-07-25,Case Docketed to Examiner in GAU,0,0,,1
07012598,,2005-07-07,Secrecy Order Rescinded,0,0,,1
07012598,,2005-05-13,Mail Miscellaneous Communication to Applicant,0,0,,1
07012598,,2005-05-13,Miscellaneous Communication to Applicant - No Action Count,0,0,,1
07012598,,2005-05-13,Secrecy Order Renewed,0,0,,1
07012598,,2003-10-14,Secrecy Order Renewed,0,0,,1
07012598,,2002-10-11,Secrecy Order Renewed,0,0,,1
07012598,,1991-04-15,Claim Preliminary Amendment,0,0,,1
07012598,,1991-04-15,Drawing Preliminary Amendment,0,0,,1
07012598,,1987-01-27,Claim Preliminary Amendment,0,0,,1
07012598,,1987-01-27,Drawing Preliminary Amendment,0,0,,1
07012598,,1996-10-03,Claim Preliminary Amendment,0,0,,1
07012598,,1996-10-03,Drawing Preliminary Amendment,0,0,,1
07012598,,1995-10-10,Claim Preliminary Amendment,0,0,,1
07012598,,1995-10-10,Drawing Preliminary Amendment,0,0,,1
07012598,,2001-10-12,Secrecy Order Renewed,0,0,,1
07012598,,2000-10-13,Secrecy Order Renewed,0,0,,1
07012598,,1999-10-06,Secrecy Order Renewed,0,0,,1
07012598,,1998-10-07,Case Docketed to Examiner in GAU,0,0,,1
07012598,,1998-09-30,Secrecy Order Renewed,0,0,,1
07012598,,1997-09-10,Secrecy Order Renewed,0,0,,1
07012598,,1996-10-03,Correspondence Address Change,0,0,,1
07012598,,1996-09-17,Secrecy Order Renewed,0,0,,1
07012598,,1995-10-10,Correspondence Address Change,0,0,,1
07012598,,1995-07-17,Miscellaneous Incoming Letter,0,0,,1
07012598,,1994-09-22,Secrecy Order Renewed,0,0,,1
07012598,,1993-09-23,Secrecy Order Renewed,0,0,,1
07012598,,1993-09-22,Secrecy Order Renewed,0,0,,1
07012598,,1992-09-24,Secrecy Order Renewed,0,0,,1
07012598,,1991-09-24,Secrecy Order Renewed,0,0,,1
07012598,,1991-04-15,Change in Power of Attorney (May Include Associate POA),0,0,,1
07012598,,1990-09-21,Secrecy Order Renewed,0,0,,1
07012598,,1989-09-21,Secrecy Order Renewed,0,0,,1
07012598,,1988-09-20,Secrecy Order Imposed,0,0,,1
07012598,,1988-06-29,Mail D10 Notice (L & R),0,0,,1
07012598,,1988-06-29,D-10 Notice (L & R Case),0,0,,1
07012598,,1987-01-27,Change in Power of Attorney (May Include Associate POA),0,0,,1
07012598,,1987-01-27,Preliminary Amendment,0,0,,1
07012598,,1988-04-19,Case Docketed to Examiner in GAU,0,0,,1
08256297,,2003-02-25,Mail Notice of Allowance,0,0,,1
08256297,,2003-02-25,Notice of Allowance Data Verification Completed,0,0,,1
08256297,,2003-02-25,Case Docketed to Examiner in GAU,0,0,,1
08256297,,2002-10-17,Date Forwarded to Examiner,0,0,,1
08256297,,2002-10-17,to Close the A/R Record and Reset the Status for Expired Suspensions.,0,0,,1
08256297,,1996-06-13,Mail Letter of Suspension,0,0,,1
08256297,,1996-06-13,Suspension - Examiner Initiated,0,0,,1
08256297,,1996-06-13,Date Forwarded to Examiner,0,0,,1
08256297,,1996-06-13,Withdrawal of Notice of Allowance,0,0,,1
08256297,,2002-10-17,Case Docketed to Examiner in GAU,0,0,,1
08256297,,1996-06-07,Preexamination Location Change,0,0,,1
08256297,,1996-04-25,Mail Notice of Allowance,0,0,,1
08256297,,1996-04-25,Notice of Allowance Data Verification Completed,0,0,,1
08256297,,1996-04-25,Mail Examiner's Amendment,0,0,,1
08256297,,1996-04-25,Examiner's Amendment Communication,0,0,,1
08256297,,1996-02-21,Date Forwarded to Examiner,0,0,,1
08256297,,1995-10-30,Response after Non-Final Action,0,0,,1
08256297,,1995-10-30,Request for Extension of Time - Granted,0,0,,1
08256297,,1995-11-29,Case Docketed to Examiner in GAU,0,0,,1
08256297,,1995-06-27,Mail Non-Final Rejection,0,0,,1
08256297,,1995-06-26,Non-Final Rejection,0,0,,1
08256297,,1995-05-31,Date Forwarded to Examiner,0,0,,1
08256297,,1995-05-11,Response to Election / Restriction Filed,0,0,,1
08256297,,1995-04-07,Mail Restriction Requirement,0,0,,1
08256297,,1995-04-05,Restriction/Election Requirement,0,0,,1
08256297,,1995-03-15,Case Docketed to Examiner in GAU,0,0,,1
08256297,,1995-02-27,Application Captured on Microfilm,0,0,,1
07021229,,2003-05-22,Mail Notice of Allowance,0,0,,1
07021229,,2003-05-22,Mail Formal Drawings Required,0,0,,1
07021229,,2003-05-22,Mail Notification of Terminal Disclaimer - Accepted,0,0,,1
07021229,,2003-05-21,Formal Drawings Required,0,0,,1
07021229,,2003-05-21,Notice of Allowance Data Verification Completed,0,0,,1
07021229,,2003-05-21,Case Docketed to Examiner in GAU,0,0,,1
07021229,,2003-05-19,Letter to Applicant - No government Interest / Patent to Issue,0,0,,1
07021229,,2003-05-19,Receipt of all Acknowledgement Letters,0,0,,1
07021229,,2003-04-18,Notification of Terminal Disclaimer - Accepted,0,0,,1
07021229,,2003-04-14,Terminal Disclaimer Filed,0,0,,1
07021229,,2003-04-17,Date Forwarded to Examiner,0,0,,1
07021229,,2003-04-14,Response after Final Action,0,0,,1
07021229,,2003-01-14,Mail Final Rejection (PTOL - 326),0,0,,1
07021229,,2003-01-13,Final Rejection,0,0,,1
07021229,,2002-11-19,Information Disclosure Statement (IDS) Filed,0,0,,1
07021229,,2002-10-30,Date Forwarded to Examiner,0,0,,1
07021229,,2002-10-30,Response after Non-Final Action,0,0,,1
07021229,,2002-10-30,Request for Extension of Time - Granted,0,0,,1
07021229,,2002-07-16,Case Docketed to Examiner in GAU,0,0,,1
07021229,,2002-05-01,Mail Non-Final Rejection,0,0,,1
07021229,,2002-04-30,Non-Final Rejection,0,0,,1
07021229,,2002-04-16,Case Docketed to Examiner in GAU,0,0,,1
07021229,,1988-02-16,Claim Preliminary Amendment,0,0,,1
07021229,,1988-02-16,Drawing Preliminary Amendment,0,0,,1
07021229,,1999-09-30,Mail Interference Decision - Favorable,0,0,,1
